Wops,Nops,Wera,Nera
.702,.788,5.65,4.38
.699,.788,5.64,4.35
.702,.790,5.61,4.34
.703,.807,5.62,4.66
.707,.813,5.66,4.67
.709,.809,5.60,4.68
.716,.826,5.95,4.74
.714,.826,5.93,4.70
.715,.829,6.00,4.71
.724,.806,5.61,4.68
.726,.805,5.60,4.71
.725,.806,5.59,4.70
.689,.670,5.66,3.64
.694,.662,5.53,3.67
.686,.665,5.50,3.61
.679,.673,5.55,3.52
.700,.725,5.79,3.96
.709,.721,5.72,4.08
.705,.720,5.67,4.03
.696,.763,5.83,5.03
.705,.764,5.83,5.11
.706,.768,5.84,5.15
.707,.655,5.78,4.93
.702,.656,5.73,4.83
.700,.655,5.70,4.78
.719,.684,5.70,5.28
.718,.687,5.70,5.25
.719,.687,5.68,5.27
.719,.687,5.68,5.25
.699,.821,5.64,3.50
.699,.814,5.56,3.50
.696,.811,5.53,3.44
.714,.831,5.66,3.67
.713,.839,5.81,3.65
.717,.839,5.82,3.69
.716,.706,5.98,4.98
.715,.704,5.94,4.97
.720,.702,5.90,5.00
.723,.702,5.78,5.17
.723,.703,5.77,5.17
.722,.704,5.78,5.15
.718,.818,5.77,3.40
.719,.816,5.75,3.42
.718,.814,5.72,3.41
.695,.764,5.70,4.28
.699,.762,5.66,4.34
.718,.792,5.79,4.32
.719,.794,5.81,4.32
.710,.711,5.83,4.30
.692,.730,6.12,4.14
.682,.761,6.45,4.07
.669,.781,6.50,4.13
.698,.748,5.55,4.23
.694,.758,5.61,4.19
.691,.761,5.65,4.17
.693,.734,5.81,4.55
.694,.739,5.86,4.56
.711,.740,5.56,4.48
.712,.740,5.55,4.51
.688,.773,5.65,5.31
.689,.778,5.71,5.34
.691,.776,5.69,5.38
.692,.779,5.78,5.35
.723,.751,5.71,5.12
.722,.750,5.69,5.11
.720,.750,5.66,5.09
.748,.776,4.66,3.99
.749,.775,4.63,4.04
.750,.783,4.71,4.03
.757,.783,4.70,4.18
.766,.769,4.31,4.32
.773,.771,4.33,4.46
.774,.771,4.34,4.48
.781,.742,4.22,4.54
.781,.741,4.22,4.55
.783,.737,4.16,4.60
.768,.770,4.40,4.28
.766,.770,4.38,4.28
.770,.768,4.35,4.31
.773,.766,4.33,4.33
.674,.803,3.02,4.72
.669,.791,2.97,4.56
.676,.807,3.29,4.46
.662,.807,3.36,4.29
.786,.680,4.25,4.26
.779,.687,4.29,4.21
.784,.681,4.22,4.36
.651,.822,2.80,8.02
.687,.885,3.67,7.53
.682,.850,3.29,7.14
.824,.731,6.00,3.41
.793,.719,5.71,3.25
.793,.728,5.67,3.30
.812,.725,5.56,3.60
.689,.772,3.94,4.14
.685,.768,3.90,4.13
.691,.762,3.86,4.15
.776,.735,4.36,4.60
.775,.734,4.34,4.59
.775,.731,4.32,4.59
.722,.761,4.62,4.28
.721,.760,4.62,4.26
.722,.760,4.61,4.27
.758,.716,4.27,4.61
.759,.718,4.27,4.62
.757,.718,4.25,4.60
.788,.658,4.13,4.55
.786,.667,4.21,4.56
.778,.662,4.18,4.49
.649,.774,4.58,4.11
.649,.778,4.63,4.09
.651,.777,4.62,4.05
.780,.661,4.35,4.71
.778,.662,4.38,4.70
.775,.659,4.34,4.68
.659,.772,4.63,4.27
.663,.772,4.61,4.29
.662,.771,4.58,4.27
.667,.769,4.57,4.34
.774,.706,4.37,4.36
.777,.711,4.41,4.39
.778,.713,4.44,4.39
.779,.712,4.42,4.41
.712,.771,4.45,4.40
.710,.770,4.44,4.38
.717,.770,4.14,4.23
.717,.768,4.12,4.20
.717,.766,4.09,4.21
.761,.737,4.30,3.80
.759,.735,4.26,3.77
.759,.735,4.27,3.77
.773,.790,2.90,4.47
.777,.788,2.91,4.53
.768,.780,2.87,4.38
.864,.748,6.00,5.38
.838,.739,5.92,5.09
.770,.766,4.89,4.19
.770,.775,5.03,4.19
.665,.768,4.52,4.11
.662,.769,4.54,4.05
.662,.771,4.59,4.01
.744,.782,4.30,4.07
.747,.780,4.30,4.11
.741,.776,4.26,4.05
.773,.743,4.34,4.58
.776,.744,4.33,4.61
.776,.743,4.30,4.62
.841,.822,4.72,5.59
.821,.804,4.53,5.36
.807,.803,4.44,5.13
.784,.771,4.31,4.51
.776,.768,4.25,4.42
.775,.773,4.29,4.41
.777,.773,4.31,4.38
.653,.773,4.31,4.27
.654,.773,4.36,4.25
.656,.770,4.33,4.25
.658,.770,4.34,4.32
.760,.665,4.27,4.72
.762,.669,4.32,4.73
.762,.670,4.31,4.73
.793,.788,4.25,3.89
.787,.785,4.18,3.87
.814,.770,4.38,4.29
.814,.770,4.38,4.32
.773,.777,4.20,4.56
.776,.779,4.23,4.61
.775,.780,4.26,4.59
.775,.780,4.29,4.58
.776,.774,4.71,4.44
.776,.772,4.67,4.44
.776,.772,4.68,4.42
.659,.712,6.51,6.14
.675,.709,6.41,6.20
.661,.708,6.30,5.80
.680,.692,5.98,5.93
.694,.738,5.61,4.66
.695,.743,5.67,4.67
.684,.738,5.52,4.53
.702,.788,5.65,4.38
.699,.788,5.64,4.35
.702,.790,5.61,4.34
.703,.807,5.62,4.66
.707,.813,5.66,4.67
.709,.809,5.60,4.68
.716,.826,5.95,4.74
.714,.826,5.93,4.70
.715,.829,6.00,4.71
.724,.806,5.61,4.68
.726,.805,5.60,4.71
.725,.806,5.59,4.70
.689,.670,5.66,3.64
.694,.662,5.53,3.67
.686,.665,5.50,3.61
.679,.673,5.55,3.52
.700,.725,5.79,3.96
.709,.721,5.72,4.08
.705,.720,5.67,4.03
.696,.763,5.83,5.03
.705,.764,5.83,5.11
.706,.768,5.84,5.15
.707,.655,5.78,4.93
.702,.656,5.73,4.83
.700,.655,5.70,4.78
.719,.684,5.70,5.28
.718,.687,5.70,5.25
.719,.687,5.68,5.27
.719,.687,5.68,5.25
.699,.821,5.64,3.50
.699,.814,5.56,3.50
.696,.811,5.53,3.44
.714,.831,5.66,3.67
.713,.839,5.81,3.65
.717,.839,5.82,3.69
.716,.706,5.98,4.98
.715,.704,5.94,4.97
.720,.702,5.90,5.00
.723,.702,5.78,5.17
.723,.703,5.77,5.17
.722,.704,5.78,5.15
.718,.818,5.77,3.40
.719,.816,5.75,3.42
.718,.814,5.72,3.41
.695,.764,5.70,4.28
.699,.762,5.66,4.34
.718,.792,5.79,4.32
.719,.794,5.81,4.32
.710,.711,5.83,4.30
.692,.730,6.12,4.14
.682,.761,6.45,4.07
.669,.781,6.50,4.13
.698,.748,5.55,4.23
.694,.758,5.61,4.19
.691,.761,5.65,4.17
.693,.734,5.81,4.55
.694,.739,5.86,4.56
.711,.740,5.56,4.48
.712,.740,5.55,4.51
.688,.773,5.65,5.31
.689,.778,5.71,5.34
.691,.776,5.69,5.38
.692,.779,5.78,5.35
.723,.751,5.71,5.12
.722,.750,5.69,5.11
.720,.750,5.66,5.09
.706,.651,5.70,4.76
.702,.653,5.75,4.71
.698,.660,5.75,4.65
.748,.776,4.66,3.99
.749,.775,4.63,4.04
.750,.783,4.71,4.03
.757,.783,4.70,4.18
.766,.769,4.31,4.32
.773,.771,4.33,4.46
.774,.771,4.34,4.48
.781,.742,4.22,4.54
.781,.741,4.22,4.55
.783,.737,4.16,4.60
.768,.770,4.40,4.28
.766,.770,4.38,4.28
.770,.768,4.35,4.31
.773,.766,4.33,4.33
.674,.803,3.02,4.72
.669,.791,2.97,4.56
.676,.807,3.29,4.46
.662,.807,3.36,4.29
.786,.680,4.25,4.26
.779,.687,4.29,4.21
.784,.681,4.22,4.36
.651,.822,2.80,8.02
.687,.885,3.67,7.53
.682,.850,3.29,7.14
.824,.731,6.00,3.41
.793,.719,5.71,3.25
.793,.728,5.67,3.30
.812,.725,5.56,3.60
.689,.772,3.94,4.14
.685,.768,3.90,4.13
.691,.762,3.86,4.15
.776,.735,4.36,4.60
.775,.734,4.34,4.59
.775,.731,4.32,4.59
.722,.761,4.62,4.28
.721,.760,4.62,4.26
.722,.760,4.61,4.27
.758,.716,4.27,4.61
.759,.718,4.27,4.62
.757,.718,4.25,4.60
.788,.658,4.13,4.55
.786,.667,4.21,4.56
.778,.662,4.18,4.49
.649,.774,4.58,4.11
.649,.778,4.63,4.09
.651,.777,4.62,4.05
.780,.661,4.35,4.71
.778,.662,4.38,4.70
.775,.659,4.34,4.68
.659,.772,4.63,4.27
.663,.772,4.61,4.29
.662,.771,4.58,4.27
.667,.769,4.57,4.34
.774,.706,4.37,4.36
.777,.711,4.41,4.39
.778,.713,4.44,4.39
.779,.712,4.42,4.41
.712,.771,4.45,4.40
.710,.770,4.44,4.38
.717,.770,4.14,4.23
.717,.768,4.12,4.20
.717,.766,4.09,4.21
.761,.737,4.30,3.80
.759,.735,4.26,3.77
.759,.735,4.27,3.77
.773,.790,2.90,4.47
.777,.788,2.91,4.53
.768,.780,2.87,4.38
.864,.748,6.00,5.38
.838,.739,5.92,5.09
.770,.766,4.89,4.19
.770,.775,5.03,4.19
.665,.768,4.52,4.11
.662,.769,4.54,4.05
.662,.771,4.59,4.01
.744,.782,4.30,4.07
.747,.780,4.30,4.11
.741,.776,4.26,4.05
.773,.743,4.34,4.58
.776,.744,4.33,4.61
.776,.743,4.30,4.62
.841,.822,4.72,5.59
.821,.804,4.53,5.36
.807,.803,4.44,5.13
.784,.771,4.31,4.51
.776,.768,4.25,4.42
.775,.773,4.29,4.41
.777,.773,4.31,4.38
.653,.773,4.31,4.27
.654,.773,4.36,4.25
.656,.770,4.33,4.25
.658,.770,4.34,4.32
.760,.665,4.27,4.72
.762,.669,4.32,4.73
.762,.670,4.31,4.73
.793,.788,4.25,3.89
.787,.785,4.18,3.87
.814,.770,4.38,4.29
.814,.770,4.38,4.32
.773,.777,4.20,4.56
.776,.779,4.23,4.61
.775,.780,4.26,4.59
.775,.780,4.29,4.58
.776,.774,4.71,4.44
.776,.772,4.67,4.44
.776,.772,4.68,4.42
.659,.712,6.51,6.14
.675,.709,6.41,6.20
.661,.708,6.30,5.80
.680,.692,5.98,5.93
.694,.738,5.61,4.66
.695,.743,5.67,4.67
.684,.738,5.52,4.53
.702,.788,5.65,4.38
.699,.788,5.64,4.35
.702,.790,5.61,4.34
.703,.807,5.62,4.66
.707,.813,5.66,4.67
.709,.809,5.60,4.68
.716,.826,5.95,4.74
.714,.826,5.93,4.70
.715,.829,6.00,4.71
.724,.806,5.61,4.68
.726,.805,5.60,4.71
.725,.806,5.59,4.70
.689,.670,5.66,3.64
.694,.662,5.53,3.67
.686,.665,5.50,3.61
.679,.673,5.55,3.52
.700,.725,5.79,3.96
.709,.721,5.72,4.08
.705,.720,5.67,4.03
.696,.763,5.83,5.03
.705,.764,5.83,5.11
.706,.768,5.84,5.15
.707,.655,5.78,4.93
.702,.656,5.73,4.83
.700,.655,5.70,4.78
.719,.684,5.70,5.28
.718,.687,5.70,5.25
.719,.687,5.68,5.27
.719,.687,5.68,5.25
.699,.821,5.64,3.50
.699,.814,5.56,3.50
.696,.811,5.53,3.44
.714,.831,5.66,3.67
.713,.839,5.81,3.65
.717,.839,5.82,3.69
.716,.706,5.98,4.98
.715,.704,5.94,4.97
.720,.702,5.90,5.00
.723,.702,5.78,5.17
.723,.703,5.77,5.17
.722,.704,5.78,5.15
.718,.818,5.77,3.40
.719,.816,5.75,3.42
.718,.814,5.72,3.41
.695,.764,5.70,4.28
.699,.762,5.66,4.34
.718,.792,5.79,4.32
.719,.794,5.81,4.32
.710,.711,5.83,4.30
.692,.730,6.12,4.14
.682,.761,6.45,4.07
.669,.781,6.50,4.13
.698,.748,5.55,4.23
.694,.758,5.61,4.19
.691,.761,5.65,4.17
.693,.734,5.81,4.55
.694,.739,5.86,4.56
.711,.740,5.56,4.48
.712,.740,5.55,4.51
.688,.773,5.65,5.31
.689,.778,5.71,5.34
.691,.776,5.69,5.38
.692,.779,5.78,5.35
.723,.751,5.71,5.12
.722,.750,5.69,5.11
.720,.750,5.66,5.09
.706,.651,5.70,4.76
.702,.653,5.75,4.71
.698,.660,5.75,4.65
.748,.776,4.66,3.99
.749,.775,4.63,4.04
.750,.783,4.71,4.03
.757,.783,4.70,4.18
.766,.769,4.31,4.32
.773,.771,4.33,4.46
.774,.771,4.34,4.48
.781,.742,4.22,4.54
.781,.741,4.22,4.55
.783,.737,4.16,4.60
.768,.770,4.40,4.28
.766,.770,4.38,4.28
.770,.768,4.35,4.31
.773,.766,4.33,4.33
.674,.803,3.02,4.72
.669,.791,2.97,4.56
.676,.807,3.29,4.46
.662,.807,3.36,4.29
.786,.680,4.25,4.26
.779,.687,4.29,4.21
.784,.681,4.22,4.36
.651,.822,2.80,8.02
.687,.885,3.67,7.53
.682,.850,3.29,7.14
.824,.731,6.00,3.41
.793,.719,5.71,3.25
.793,.728,5.67,3.30
.812,.725,5.56,3.60
.689,.772,3.94,4.14
.685,.768,3.90,4.13
.691,.762,3.86,4.15
.776,.735,4.36,4.60
.775,.734,4.34,4.59
.775,.731,4.32,4.59
.722,.761,4.62,4.28
.721,.760,4.62,4.26
.722,.760,4.61,4.27
.758,.716,4.27,4.61
.759,.718,4.27,4.62
.757,.718,4.25,4.60
.788,.658,4.13,4.55
.786,.667,4.21,4.56
.778,.662,4.18,4.49
.649,.774,4.58,4.11
.649,.778,4.63,4.09
.651,.777,4.62,4.05
.780,.661,4.35,4.71
.778,.662,4.38,4.70
.775,.659,4.34,4.68
.659,.772,4.63,4.27
.663,.772,4.61,4.29
.662,.771,4.58,4.27
.667,.769,4.57,4.34
.774,.706,4.37,4.36
.777,.711,4.41,4.39
.778,.713,4.44,4.39
.779,.712,4.42,4.41
.712,.771,4.45,4.40
.710,.770,4.44,4.38
.717,.770,4.14,4.23
.717,.768,4.12,4.20
.717,.766,4.09,4.21
.761,.737,4.30,3.80
.759,.735,4.26,3.77
.759,.735,4.27,3.77
.773,.790,2.90,4.47
.777,.788,2.91,4.53
.768,.780,2.87,4.38
.864,.748,6.00,5.38
.838,.739,5.92,5.09
.770,.766,4.89,4.19
.770,.775,5.03,4.19
.665,.768,4.52,4.11
.662,.769,4.54,4.05
.662,.771,4.59,4.01
.744,.782,4.30,4.07
.747,.780,4.30,4.11
.741,.776,4.26,4.05
.773,.743,4.34,4.58
.776,.744,4.33,4.61
.776,.743,4.30,4.62
.841,.822,4.72,5.59
.821,.804,4.53,5.36
.807,.803,4.44,5.13
.784,.771,4.31,4.51
.776,.768,4.25,4.42
.775,.773,4.29,4.41
.777,.773,4.31,4.38
.653,.773,4.31,4.27
.654,.773,4.36,4.25
.656,.770,4.33,4.25
.658,.770,4.34,4.32
.760,.665,4.27,4.72
.762,.669,4.32,4.73
.762,.670,4.31,4.73
.793,.788,4.25,3.89
.787,.785,4.18,3.87
.814,.770,4.38,4.29
.814,.770,4.38,4.32
.773,.777,4.20,4.56
.776,.779,4.23,4.61
.775,.780,4.26,4.59
.775,.780,4.29,4.58
.776,.774,4.71,4.44
.776,.772,4.67,4.44
.776,.772,4.68,4.42
.659,.712,6.51,6.14
.675,.709,6.41,6.20
.661,.708,6.30,5.80
.680,.692,5.98,5.93
.694,.738,5.61,4.66
.695,.743,5.67,4.67
.684,.738,5.52,4.53
.702,.788,5.65,4.38
.699,.788,5.64,4.35
.702,.790,5.61,4.34
.703,.807,5.62,4.66
.707,.813,5.66,4.67
.709,.809,5.60,4.68
.716,.826,5.95,4.74
.714,.826,5.93,4.70
.715,.829,6.00,4.71
.724,.806,5.61,4.68
.726,.805,5.60,4.71
.725,.806,5.59,4.70
.689,.670,5.66,3.64
.694,.662,5.53,3.67
.686,.665,5.50,3.61
.679,.673,5.55,3.52
.700,.725,5.79,3.96
.709,.721,5.72,4.08
.705,.720,5.67,4.03
.696,.763,5.83,5.03
.705,.764,5.83,5.11
.706,.768,5.84,5.15
.707,.655,5.78,4.93
.702,.656,5.73,4.83
.700,.655,5.70,4.78
.719,.684,5.70,5.28
.718,.687,5.70,5.25
.719,.687,5.68,5.27
.719,.687,5.68,5.25
.699,.821,5.64,3.50
.699,.814,5.56,3.50
.696,.811,5.53,3.44
.714,.831,5.66,3.67
.713,.839,5.81,3.65
.717,.839,5.82,3.69
.716,.706,5.98,4.98
.715,.704,5.94,4.97
.720,.702,5.90,5.00
.723,.702,5.78,5.17
.723,.703,5.77,5.17
.722,.704,5.78,5.15
.718,.818,5.77,3.40
.719,.816,5.75,3.42
.718,.814,5.72,3.41
.695,.764,5.70,4.28
.699,.762,5.66,4.34
.718,.792,5.79,4.32
.719,.794,5.81,4.32
.710,.711,5.83,4.30
.692,.730,6.12,4.14
.682,.761,6.45,4.07
.669,.781,6.50,4.13
.698,.748,5.55,4.23
.694,.758,5.61,4.19
.691,.761,5.65,4.17
.693,.734,5.81,4.55
.694,.739,5.86,4.56
.711,.740,5.56,4.48
.712,.740,5.55,4.51
.688,.773,5.65,5.31
.689,.778,5.71,5.34
.691,.776,5.69,5.38
.692,.779,5.78,5.35
.723,.751,5.71,5.12
.722,.750,5.69,5.11
.720,.750,5.66,5.09
.706,.651,5.70,4.76
.702,.653,5.75,4.71
.698,.660,5.75,4.65
.668,.771,5.90,2.41
.657,.800,6.05,2.33
.673,.795,5.93,2.50
.694,.773,5.92,2.98
.693,.763,5.74,2.99
.704,.750,5.68,3.20
.703,.750,5.70,3.20
.705,.750,5.69,3.26
.703,.754,5.69,3.33
.701,.751,5.63,3.32
.701,.758,5.70,3.33
.697,.757,5.69,3.30
.718,.754,5.89,3.51
.716,.755,5.90,3.50
.717,.753,5.87,3.53
.721,.753,5.84,3.56
.721,.756,5.77,3.66
.722,.755,5.74,3.66
.720,.754,5.72,3.63
.748,.776,4.66,3.99
.749,.775,4.63,4.04
.750,.783,4.71,4.03
.757,.783,4.70,4.18
.766,.769,4.31,4.32
.773,.771,4.33,4.46
.774,.771,4.34,4.48
.781,.742,4.22,4.54
.781,.741,4.22,4.55
.783,.737,4.16,4.60
.768,.770,4.40,4.28
.766,.770,4.38,4.28
.770,.768,4.35,4.31
.773,.766,4.33,4.33
.674,.803,3.02,4.72
.669,.791,2.97,4.56
.676,.807,3.29,4.46
.662,.807,3.36,4.29
.786,.680,4.25,4.26
.779,.687,4.29,4.21
.784,.681,4.22,4.36
.651,.822,2.80,8.02
.687,.885,3.67,7.53
.682,.850,3.29,7.14
.824,.731,6.00,3.41
.793,.719,5.71,3.25
.793,.728,5.67,3.30
.812,.725,5.56,3.60
.689,.772,3.94,4.14
.685,.768,3.90,4.13
.691,.762,3.86,4.15
.776,.735,4.36,4.60
.775,.734,4.34,4.59
.775,.731,4.32,4.59
.722,.761,4.62,4.28
.721,.760,4.62,4.26
.722,.760,4.61,4.27
.758,.716,4.27,4.61
.759,.718,4.27,4.62
.757,.718,4.25,4.60
.788,.658,4.13,4.55
.786,.667,4.21,4.56
.778,.662,4.18,4.49
.649,.774,4.58,4.11
.649,.778,4.63,4.09
.651,.777,4.62,4.05
.780,.661,4.35,4.71
.778,.662,4.38,4.70
.775,.659,4.34,4.68
.659,.772,4.63,4.27
.663,.772,4.61,4.29
.662,.771,4.58,4.27
.667,.769,4.57,4.34
.774,.706,4.37,4.36
.777,.711,4.41,4.39
.778,.713,4.44,4.39
.779,.712,4.42,4.41
.712,.771,4.45,4.40
.710,.770,4.44,4.38
.717,.770,4.14,4.23
.717,.768,4.12,4.20
.717,.766,4.09,4.21
.761,.737,4.30,3.80
.759,.735,4.26,3.77
.759,.735,4.27,3.77
.773,.790,2.90,4.47
.777,.788,2.91,4.53
.768,.780,2.87,4.38
.864,.748,6.00,5.38
.838,.739,5.92,5.09
.770,.766,4.89,4.19
.770,.775,5.03,4.19
.665,.768,4.52,4.11
.662,.769,4.54,4.05
.662,.771,4.59,4.01
.744,.782,4.30,4.07
.747,.780,4.30,4.11
.741,.776,4.26,4.05
.773,.743,4.34,4.58
.776,.744,4.33,4.61
.776,.743,4.30,4.62
.841,.822,4.72,5.59
.821,.804,4.53,5.36
.807,.803,4.44,5.13
.784,.771,4.31,4.51
.776,.768,4.25,4.42
.775,.773,4.29,4.41
.777,.773,4.31,4.38
.653,.773,4.31,4.27
.654,.773,4.36,4.25
.656,.770,4.33,4.25
.658,.770,4.34,4.32
.760,.665,4.27,4.72
.762,.669,4.32,4.73
.762,.670,4.31,4.73
.793,.788,4.25,3.89
.787,.785,4.18,3.87
.814,.770,4.38,4.29
.814,.770,4.38,4.32
.773,.777,4.20,4.56
.776,.779,4.23,4.61
.775,.780,4.26,4.59
.775,.780,4.29,4.58
.776,.774,4.71,4.44
.776,.772,4.67,4.44
.776,.772,4.68,4.42
.659,.712,6.51,6.14
.675,.709,6.41,6.20
.661,.708,6.30,5.80
.680,.692,5.98,5.93
.694,.738,5.61,4.66
.695,.743,5.67,4.67
.684,.738,5.52,4.53
.702,.788,5.65,4.38
.699,.788,5.64,4.35
.702,.790,5.61,4.34
.703,.807,5.62,4.66
.707,.813,5.66,4.67
.709,.809,5.60,4.68
.716,.826,5.95,4.74
.714,.826,5.93,4.70
.715,.829,6.00,4.71
.724,.806,5.61,4.68
.726,.805,5.60,4.71
.725,.806,5.59,4.70
.689,.670,5.66,3.64
.694,.662,5.53,3.67
.686,.665,5.50,3.61
.679,.673,5.55,3.52
.700,.725,5.79,3.96
.709,.721,5.72,4.08
.705,.720,5.67,4.03
.696,.763,5.83,5.03
.705,.764,5.83,5.11
.706,.768,5.84,5.15
.707,.655,5.78,4.93
.702,.656,5.73,4.83
.700,.655,5.70,4.78
.719,.684,5.70,5.28
.718,.687,5.70,5.25
.719,.687,5.68,5.27
.719,.687,5.68,5.25
.699,.821,5.64,3.50
.699,.814,5.56,3.50
.696,.811,5.53,3.44
.714,.831,5.66,3.67
.713,.839,5.81,3.65
.717,.839,5.82,3.69
.716,.706,5.98,4.98
.715,.704,5.94,4.97
.720,.702,5.90,5.00
.723,.702,5.78,5.17
.723,.703,5.77,5.17
.722,.704,5.78,5.15
.718,.818,5.77,3.40
.719,.816,5.75,3.42
.718,.814,5.72,3.41
.695,.764,5.70,4.28
.699,.762,5.66,4.34
.718,.792,5.79,4.32
.719,.794,5.81,4.32
.710,.711,5.83,4.30
.692,.730,6.12,4.14
.682,.761,6.45,4.07
.669,.781,6.50,4.13
.698,.748,5.55,4.23
.694,.758,5.61,4.19
.691,.761,5.65,4.17
.693,.734,5.81,4.55
.694,.739,5.86,4.56
.711,.740,5.56,4.48
.712,.740,5.55,4.51
.688,.773,5.65,5.31
.689,.778,5.71,5.34
.691,.776,5.69,5.38
.692,.779,5.78,5.35
.723,.751,5.71,5.12
.722,.750,5.69,5.11
.720,.750,5.66,5.09
.706,.651,5.70,4.76
.702,.653,5.75,4.71
.698,.660,5.75,4.65
.668,.771,5.90,2.41
.657,.800,6.05,2.33
.673,.795,5.93,2.50
.694,.773,5.92,2.98
.693,.763,5.74,2.99
.704,.750,5.68,3.20
.703,.750,5.70,3.20
.705,.750,5.69,3.26
.703,.754,5.69,3.33
.701,.751,5.63,3.32
.701,.758,5.70,3.33
.697,.757,5.69,3.30
.718,.754,5.89,3.51
.716,.755,5.90,3.50
.717,.753,5.87,3.53
.721,.753,5.84,3.56
.721,.756,5.77,3.66
.722,.755,5.74,3.66
.720,.754,5.72,3.63
.708,.793,5.81,5.03
.705,.788,5.71,4.93
.705,.787,5.68,4.90
.720,.744,5.70,4.87
.721,.745,5.71,4.88
.720,.746,5.73,4.86
.719,.750,5.76,4.85
.748,.776,4.66,3.99
.749,.775,4.63,4.04
.750,.783,4.71,4.03
.757,.783,4.70,4.18
.766,.769,4.31,4.32
.773,.771,4.33,4.46
.774,.771,4.34,4.48
.781,.742,4.22,4.54
.781,.741,4.22,4.55
.783,.737,4.16,4.60
.768,.770,4.40,4.28
.766,.770,4.38,4.28
.770,.768,4.35,4.31
.773,.766,4.33,4.33
.674,.803,3.02,4.72
.669,.791,2.97,4.56
.676,.807,3.29,4.46
.662,.807,3.36,4.29
.786,.680,4.25,4.26
.779,.687,4.29,4.21
.784,.681,4.22,4.36
.651,.822,2.80,8.02
.687,.885,3.67,7.53
.682,.850,3.29,7.14
.824,.731,6.00,3.41
.793,.719,5.71,3.25
.793,.728,5.67,3.30
.812,.725,5.56,3.60
.689,.772,3.94,4.14
.685,.768,3.90,4.13
.691,.762,3.86,4.15
.776,.735,4.36,4.60
.775,.734,4.34,4.59
.775,.731,4.32,4.59
.722,.761,4.62,4.28
.721,.760,4.62,4.26
.722,.760,4.61,4.27
.758,.716,4.27,4.61
.759,.718,4.27,4.62
.757,.718,4.25,4.60
.788,.658,4.13,4.55
.786,.667,4.21,4.56
.778,.662,4.18,4.49
.649,.774,4.58,4.11
.649,.778,4.63,4.09
.651,.777,4.62,4.05
.780,.661,4.35,4.71
.778,.662,4.38,4.70
.775,.659,4.34,4.68
.659,.772,4.63,4.27
.663,.772,4.61,4.29
.662,.771,4.58,4.27
.667,.769,4.57,4.34
.774,.706,4.37,4.36
.777,.711,4.41,4.39
.778,.713,4.44,4.39
.779,.712,4.42,4.41
.712,.771,4.45,4.40
.710,.770,4.44,4.38
.717,.770,4.14,4.23
.717,.768,4.12,4.20
.717,.766,4.09,4.21
.761,.737,4.30,3.80
.759,.735,4.26,3.77
.759,.735,4.27,3.77
.773,.790,2.90,4.47
.777,.788,2.91,4.53
.768,.780,2.87,4.38
.864,.748,6.00,5.38
.838,.739,5.92,5.09
.770,.766,4.89,4.19
.770,.775,5.03,4.19
.665,.768,4.52,4.11
.662,.769,4.54,4.05
.662,.771,4.59,4.01
.744,.782,4.30,4.07
.747,.780,4.30,4.11
.741,.776,4.26,4.05
.773,.743,4.34,4.58
.776,.744,4.33,4.61
.776,.743,4.30,4.62
.841,.822,4.72,5.59
.821,.804,4.53,5.36
.807,.803,4.44,5.13
.784,.771,4.31,4.51
.776,.768,4.25,4.42
.775,.773,4.29,4.41
.777,.773,4.31,4.38
.653,.773,4.31,4.27
.654,.773,4.36,4.25
.656,.770,4.33,4.25
.658,.770,4.34,4.32
.760,.665,4.27,4.72
.762,.669,4.32,4.73
.762,.670,4.31,4.73
.793,.788,4.25,3.89
.787,.785,4.18,3.87
.814,.770,4.38,4.29
.814,.770,4.38,4.32
.773,.777,4.20,4.56
.776,.779,4.23,4.61
.775,.780,4.26,4.59
.775,.780,4.29,4.58
.776,.774,4.71,4.44
.776,.772,4.67,4.44
.776,.772,4.68,4.42
.659,.712,6.51,6.14
.675,.709,6.41,6.20
.661,.708,6.30,5.80
.680,.692,5.98,5.93
.694,.738,5.61,4.66
.695,.743,5.67,4.67
.684,.738,5.52,4.53
.702,.788,5.65,4.38
.699,.788,5.64,4.35
.702,.790,5.61,4.34
.703,.807,5.62,4.66
.707,.813,5.66,4.67
.709,.809,5.60,4.68
.716,.826,5.95,4.74
.714,.826,5.93,4.70
.715,.829,6.00,4.71
.724,.806,5.61,4.68
.726,.805,5.60,4.71
.725,.806,5.59,4.70
.689,.670,5.66,3.64
.694,.662,5.53,3.67
.686,.665,5.50,3.61
.679,.673,5.55,3.52
.700,.725,5.79,3.96
.709,.721,5.72,4.08
.705,.720,5.67,4.03
.696,.763,5.83,5.03
.705,.764,5.83,5.11
.706,.768,5.84,5.15
.707,.655,5.78,4.93
.702,.656,5.73,4.83
.700,.655,5.70,4.78
.719,.684,5.70,5.28
.718,.687,5.70,5.25
.719,.687,5.68,5.27
.719,.687,5.68,5.25
.699,.821,5.64,3.50
.699,.814,5.56,3.50
.696,.811,5.53,3.44
.714,.831,5.66,3.67
.713,.839,5.81,3.65
.717,.839,5.82,3.69
.716,.706,5.98,4.98
.715,.704,5.94,4.97
.720,.702,5.90,5.00
.723,.702,5.78,5.17
.723,.703,5.77,5.17
.722,.704,5.78,5.15
.718,.818,5.77,3.40
.719,.816,5.75,3.42
.718,.814,5.72,3.41
.695,.764,5.70,4.28
.699,.762,5.66,4.34
